Time (UNIX ms),UE ID,DRB.PdcpSduVolumeDL (kb),DRB.PdcpSduVolumeUL (kb),DRB.RlcSduDelayDl (μs),DRB.UEThpDl (kbps),DRB.UEThpUl (kbps),RRU.PrbTotDl (PRBs),RRU.PrbTotUl (PRBs),RSRP.Mean (dBm),RSRP.Minimum (dBm),RSRP.Quartile1 (dBm),RSRP.Median (dBm),RSRP.Quartile3 (dBm),RSRP.Maximum (dBm),RSRP.Count,N_PRB,RSSI (dBm),RSRQ (dB),PUSCH_SNR (dB),PUCCH_SNR (dB),DRB.HarqMcsUl,DRB.HarqMcsDl,DRB.HarqBlockErrorRateUl,DRB.HarqBlockErrorRateDl,DRB.MacSduRetransmissionRateUl,DRB.MacSduRetransmissionRateDl,DRB.MacSduErrorRateUl,DRB.MacSduErrorRateDl,CQI_SINGLE_CODEWORD,CQI_DUAL_CODEWORD,
1748889098613,4,0,0,0.00,0.00,0.00,10,116,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,35.50,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889099613,4,0,0,0.00,0.00,0.00,10,116,-60.44,-61.00,-61.00,-60.00,-60.00,-60.00,16,5,-42.66,7.08,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889100613,4,0,0,0.00,0.00,0.00,10,116,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,5,-42.97,7.07,34.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889101613,4,0,0,0.00,0.00,0.00,10,116,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,5,-42.97,7.07,34.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889102613,4,0,0,0.00,0.00,0.00,10,111,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,5,-42.97,7.07,35.00,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889103613,4,0,0,0.00,0.00,0.00,10,116,-60.56,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.78,7.08,35.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889104613,4,0,0,0.00,0.00,0.00,10,116,-60.50,-61.00,-61.00,-60.50,-60.00,-60.00,16,5,-42.72,7.08,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889105613,4,0,0,0.00,0.00,0.00,10,116,-60.50,-61.00,-61.00,-60.50,-60.00,-60.00,16,5,-42.72,7.08,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889106613,4,0,0,0.00,0.00,0.00,10,116,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889107613,4,0,0,0.00,0.00,0.00,10,111,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,34.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889108613,4,0,0,0.00,0.00,0.00,10,116,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889109613,4,0,0,0.00,0.00,0.00,10,116,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889110613,4,0,0,0.00,0.00,0.00,10,116,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,35.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889111613,4,0,0,0.00,0.00,0.00,10,116,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889112613,4,0,0,0.00,0.00,0.00,10,111,-60.62,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.84,7.08,33.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889113613,4,0,0,0.00,0.00,0.00,10,116,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,5,-42.97,7.07,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889114613,4,0,0,0.00,0.00,0.00,10,116,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,5,-42.97,7.07,36.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889115613,4,0,0,0.00,0.00,0.00,10,116,-60.56,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.78,7.08,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889116613,4,0,0,0.00,0.00,0.00,10,116,-60.56,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.78,7.08,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889117613,4,0,0,0.00,0.00,0.00,10,111,-60.62,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.84,7.08,34.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889118613,4,0,0,0.00,0.00,0.00,10,116,-60.62,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.84,7.08,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889119613,4,0,0,0.00,0.00,0.00,10,116,-60.62,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.84,7.08,34.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889120613,4,0,0,0.00,0.00,0.00,10,116,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,34.00,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889121613,4,0,0,0.00,0.00,0.00,10,116,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,35.00,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889122613,4,0,0,0.00,0.00,0.00,10,111,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889123613,4,0,0,0.00,0.00,0.00,10,116,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889124613,4,0,0,0.00,0.00,0.00,10,116,-60.56,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.78,7.08,34.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889125613,4,0,0,0.00,0.00,0.00,10,116,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889126613,4,0,0,0.00,0.00,0.00,10,116,-60.50,-61.00,-61.00,-60.50,-60.00,-60.00,16,5,-42.72,7.08,34.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889127613,4,0,0,0.00,0.00,0.00,10,111,-60.50,-61.00,-61.00,-60.50,-60.00,-60.00,16,5,-42.72,7.08,35.50,44.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889128613,4,0,0,0.00,0.00,0.00,10,116,-60.50,-61.00,-61.00,-60.50,-60.00,-60.00,16,5,-42.72,7.08,34.50,45.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889129613,4,0,0,0.00,0.00,0.00,10,116,-60.31,-61.00,-61.00,-60.00,-60.00,-60.00,16,5,-42.53,7.09,35.00,46.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889130613,4,0,0,0.00,0.00,0.00,10,116,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,34.50,45.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889131613,4,0,0,0.00,0.00,0.00,10,116,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,28,-35.49,47.93,26.00,45.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889132613,4,0,0,0.00,0.00,0.00,10,111,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,28,-35.67,47.83,26.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889133613,4,0,0,0.00,0.00,0.00,10,116,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,28,-35.67,47.83,26.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889134613,4,0,0,0.00,0.00,0.00,10,116,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,28,-35.74,47.79,26.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889135613,4,0,0,0.00,0.00,0.00,10,116,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,28,-35.55,47.90,27.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889136613,4,0,0,0.00,0.00,0.00,10,116,-60.62,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.84,7.08,35.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889137613,4,0,0,0.00,0.00,0.00,5,50,-60.62,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.84,7.08,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889138613,4,3,1,0.00,3.58,1.70,125,302,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,35.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889139613,4,0,0,0.00,0.00,0.00,10,116,-60.56,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.78,7.08,34.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889140613,4,0,0,0.00,0.00,0.00,10,116,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,36.00,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889141613,4,0,0,0.00,0.00,0.00,10,116,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,5,-42.97,7.07,34.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889142613,4,0,0,0.00,0.00,0.00,10,116,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,5,-42.97,7.07,34.50,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889143613,4,0,0,0.00,0.00,0.00,10,111,-60.62,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.84,7.08,35.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889144613,4,0,0,0.00,0.00,0.00,10,116,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,36.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889145613,4,0,0,0.00,0.00,0.00,10,116,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,35.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889146613,4,0,0,0.00,0.00,0.00,10,116,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,34.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889147613,4,0,0,0.00,0.00,0.00,10,116,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,34.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889148613,4,0,0,0.00,0.00,0.00,10,111,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,35.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889149613,4,0,0,0.00,0.00,0.00,10,116,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,5,-42.97,7.07,34.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889150613,4,0,0,0.00,0.00,0.00,10,116,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,5,-42.97,7.07,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889151613,4,0,0,0.00,0.00,0.00,10,116,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,5,-42.97,7.07,34.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889152613,4,0,0,0.00,0.00,0.00,10,116,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,34.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889153613,4,0,0,0.00,0.00,0.00,10,111,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889154613,4,0,0,0.00,0.00,0.00,10,116,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889155613,4,0,0,0.00,0.00,0.00,10,116,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,34.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889156613,4,0,0,0.00,0.00,0.00,10,116,-60.56,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.78,7.08,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889157613,4,0,0,0.00,0.00,0.00,10,116,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889158613,4,0,0,0.00,0.00,0.00,10,111,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,34.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889159613,4,0,0,0.00,0.00,0.00,10,116,-60.88,-62.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,35.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889160613,4,0,0,0.00,0.00,0.00,10,116,-60.88,-62.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,35.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889161613,4,0,0,0.00,0.00,0.00,10,116,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889162613,4,0,0,0.00,0.00,0.00,10,116,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889163613,4,0,0,0.00,0.00,0.00,10,111,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889164613,4,0,0,0.00,0.00,0.00,10,116,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,33.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889165613,4,0,0,0.00,0.00,0.00,10,116,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889166613,4,0,0,0.00,0.00,0.00,10,116,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,35.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889167613,4,6,4,0.00,6.59,4.54,286,522,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,34.50,42.00,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889168613,4,0,0,0.00,0.00,0.00,10,116,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,5,-42.97,7.07,35.00,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889169613,4,0,0,0.00,0.00,0.00,10,116,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,5,-42.97,7.07,34.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889170613,4,0,0,0.00,0.00,0.00,10,116,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,33.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889171613,4,0,0,0.00,0.00,0.00,10,116,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,5,-42.97,7.07,34.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889172613,4,0,0,0.00,0.00,0.00,10,116,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,34.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889173613,4,0,0,0.00,0.00,0.00,10,111,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889174613,4,0,0,0.00,0.00,0.00,10,116,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,35.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889175613,4,0,0,0.00,0.00,0.00,10,116,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,34.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889176613,4,0,0,0.00,0.00,0.00,10,116,-60.62,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.84,7.08,33.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889177613,4,0,0,0.00,0.00,0.00,10,116,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889178613,4,0,0,0.00,0.00,0.00,10,111,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,35.00,44.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889179613,4,0,0,0.00,0.00,0.00,10,116,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.50,45.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889180613,4,0,0,0.00,0.00,0.00,10,116,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,35.50,45.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889181613,4,0,0,0.00,0.00,0.00,10,116,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,35.00,44.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889182613,4,0,0,0.00,0.00,0.00,10,116,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,28,-35.61,47.86,26.00,44.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889183613,4,0,0,0.00,0.00,0.00,10,111,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,28,-35.61,47.86,26.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889184613,4,0,0,0.00,0.00,0.00,10,116,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,28,-35.42,47.97,26.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889185613,4,0,0,0.00,0.00,0.00,10,116,-60.44,-61.00,-61.00,-60.00,-60.00,-60.00,16,28,-35.17,48.11,27.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748889186613,4,4,1,0.00,4.71,2.20,227,277,-60.38,-61.00,-61.00,-60.00,-60.00,-60.00,16,28,-35.11,48.15,26.50,47.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
